Date,Page Name,CTA Button Text,General Click,Unique Visitor ID,Connect Page Interaction,Connect Master CTA Click,Filter Interaction
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1415186779,8811790270468,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1415256078,8811790270468,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:LA5JL35,8807071088644,0,0,1
"October 04, 2023",ITCACCOUNTSTATEMENT,View Dashboard,View Dashboard:Dashboard Viewed,8809167716356,0,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,View Invoice,View Invoice:1046505046,8807071088644,2,1,0
"October 04, 2023",ITCACCOUNTSTATEMENT,View Invoice,View Invoice:1047074357,8807071088644,0,1,0
"October 04, 2023",ITCHISTORYREPORT,Finance Documents Download,Finance Documents Download:Cancel,8805859426308,1,0,0
"October 04, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: History Report,8805859426308,0,0,0
"October 05, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Panoramica contestazioni,8803564224516,0,0,0
"October 05, 2023",DISPUTES,Invoice,Invoice:More Info 1600469338,8803564224516,0,1,0
"October 05, 2023",DISPUTES,Invoice Deselected,Invoice Deselected:1024331808,8803564224516,1,0,0
"October 05, 2023",DISPUTES,More Details,More Details:1209658336,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,,,8805859426308,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8811790270468,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Date Filter,Date Filter:Applied,8811168825348,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Download,Statement of Account:Cancel,8811790303236,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Download,Statement of Account:Download Initiated,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Download,Statement of Account:Downloaded: excel,8811790303236,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Error,ITCACCOUNTSTATEMENT:Error: Forbidden,8803564224516,1,2,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Error,ITCACCOUNTSTATEMENT:Error: Internal Server Error,8804647305220,0,5,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Error,ITCACCOUNTSTATEMENT:Error: Internal Server Error,8811168825348,0,4,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Cancel,8807209795588,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Cancel Invoice,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Cancel Payment,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Initiated,8807209795588,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Initiated Payment|Invoice,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Extracto de cuenta,8803564224516,0,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Home,8804647305220,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Product retourneren,8811168825348,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Rekeningafschrift,8811168825348,0,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8805859426308,0,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8804647305220,4,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8805701550084,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811790270468,3,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811790303236,2,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811790336004,2,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1026053135,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1600472072,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Invoice Deselected,Invoice Deselected:1024331808,8803564224516,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Language Selected,Language Selected:English,8811168825348,0,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Language Selected,Language Selected:Nederlands (Nederland),8811168825348,1,1,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Login,Login Success: Login_External : 2023-10-04T13:50:55.123Z,8804647305220,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Search,Translations:Connect Enterprise | Italiano (Italia) | itc.commercialDocTypes.Payment,8803564224516,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Search Term,manageActiveCustomers:1178364,8811790303236,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Search Term,manageActiveCustomers:st. jans gasthuis,8804647305220,1,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:View All Accounts: Turned On,8803564224516,0,0,1
"October 05, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:Invoices Only: Turned Off,8811168825348,0,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Removed:View All Accounts: Turned Off,8803564224516,0,0,0
"October 05, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1199497229,8811790336004,0,0,1
"October 05, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:EGIAUSTND,8804647305220,0,0,1
"October 05, 2023",ITCACCOUNTSTATEMENT,View Invoice,View Invoice:1024331808,8803564224516,1,1,0
"October 05, 2023",ITCHISTORYREPORT,,,8803564224516,1,0,0
"October 05, 2023",ITCHISTORYREPORT,CTA,CTA:Filter CTA,8807071088644,0,1,0
"October 05, 2023",ITCHISTORYREPORT,Download,History Report:Download Initiated,8803564224516,0,1,0
"October 05, 2023",ITCHISTORYREPORT,Finance Documents Download,Finance Documents Download:Cancel Invoice,8803564224516,0,1,0
"October 05, 2023",ITCHISTORYREPORT,Finance Documents Download,Finance Documents Download:Initiated Invoice,8803564224516,0,2,0
"October 05, 2023",ITCHISTORYREPORT,Finance Documents Download,Finance Documents Download:Initiated Invoice|Credit,8803564224516,0,1,0
"October 05, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Grand-Livre,8807071088644,0,0,0
"October 05, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Report Storico,8803564224516,0,0,0
"October 05, 2023",ITCHISTORYREPORT,History Report,Filter Applied:Dispute status | Closed,8807071088644,0,0,1
"October 05, 2023",ITCHISTORYREPORT,Home,Home:Widget: Orders,8807209795588,2,0,0
"October 05, 2023",ITCHISTORYREPORT,Invoice,Invoice:More Info 1217559304,8807071088644,0,1,0
"October 05, 2023",ITCHISTORYREPORT,Language Selected,Language Selected:Français (France),8803564224516,1,0,0
"October 05, 2023",ITCHISTORYREPORT,Leave page confirmation,Leave page confirmation:Leave,8803564224516,0,1,0
"October 05, 2023",ITCHISTORYREPORT,Order Visibility,Order Visibility:Tab Name: ORDERS,8807209795588,1,1,0
"October 05, 2023",ITCHISTORYREPORT,Report Order Discrepency,Report Order Discrepency:Order ID: 6219629577,8807071088644,1,0,0
"October 05, 2023",ITCHISTORYREPORT,Search,Translations:Connect Enterprise | English | invoice,8803564224516,1,0,0
"October 05, 2023",ITCHISTORYREPORT,Search,Translations:Connect Enterprise | Italiano (Italia) | autorizado,8803564224516,0,0,1
"October 05, 2023",ITCHISTORYREPORT,Search Term,manageActiveCustomers:chu rennes,8807071088644,1,0,0
"October 11, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Disputes Overview,8805369479172,0,0,0
"October 11, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Panoramica contestazioni,8804103913476,0,0,0
"October 11, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Report Storico,8804103913476,1,0,0
"October 11, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Récapitulatif des litiges,8811789123588,0,0,0
"October 11, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8805369479172,1,0,0
"October 11, 2023",DISPUTES,Search Term,manageActiveCustomers:1338638,8811789123588,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,,,8807209795588,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8807071088644,0,3,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Email,Email:Email Initiated,8805369479172,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Email,Email:Email Initiated,8807071088644,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Error,ITCHISTORYREPORT:Error: Not Found,8807071088644,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Error,LOGIN:Error: Bad Request,8811790270468,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Cancel,8807071088644,1,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Cancel Invoice,8805369479172,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Cancel Invoice,8807071088644,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Finance Documents Download,Finance Documents Download:Initiated Invoice,8807071088644,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Estratto conto,8800070959108,0,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Estratto conto,8804103913476,0,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Historie (Bericht),8807209795588,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Home,8805369479172,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Kontoauszug,8807209795588,0,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Orders,8805369479172,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Panoramica contestazioni,8804103913476,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Relevé de compte,8807071088644,0,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Relevé de compte,8811789156356,0,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Report Storico,8800070959108,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Statement of Account,8805369479172,0,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8805369479172,4,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8807209795588,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811790270468,2,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1027740703,8805369479172,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1046464577,8811789156356,0,2,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1047532919,8807071088644,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1197457955,8807209795588,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1197691312,8807209795588,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1199546603,8805369479172,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1199756386,8811790270468,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1209774166,8805369479172,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1209775404,8805369479172,0,2,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Invoice,Invoice:More Info 1800083626,8807071088644,1,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Language Selected,Language Selected:English (Great Britain),8805369479172,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Language Selected,Language Selected:Español (España),8805369479172,0,1,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Search,Orders:Include All Account: Switched On,8807071088644,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Search Term,manageActiveCustomers:mara,8805369479172,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Dispute status | Closed,8807071088644,0,0,1
"October 11, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Dispute status | Resolved,8807071088644,0,0,3
"October 11, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Invoices Only: Turned On,8807209795588,0,0,1
"October 11, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1415717194,8811790270468,0,0,1
"October 11, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:1419605359,8811790270468,0,0,1
"October 11, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Search:6211647075,8811790270468,0,0,1
"October 11, 2023",ITCACCOUNTSTATEMENT,View Dashboard,View Dashboard:Dashboard Viewed,8805369479172,1,0,0
"October 11, 2023",ITCACCOUNTSTATEMENT,View Invoice,View Invoice:1049276158,8811789156356,1,0,0
"October 11, 2023",ITCHISTORYREPORT,,,8804103913476,1,0,0
"October 11, 2023",ITCHISTORYREPORT,,,8807209795588,2,0,0
"October 11, 2023",ITCHISTORYREPORT,CTA,CTA:Filter CTA,8811789123588,0,1,0
"October 11, 2023",ITCHISTORYREPORT,Dispute Details,Dispute Details:1196564838 | SIG30AVM,8808679407620,0,1,0
"October 11, 2023",ITCHISTORYREPORT,Dispute Summary,Dispute Summary:File deleted,8808679407620,0,1,0
"October 11, 2023",ITCHISTORYREPORT,Dispute Summary,Dispute Summary:File uploaded: Initiated,8808679407620,0,4,0
"October 11, 2023",ITCHISTORYREPORT,Download PO Doc,Order Details:6218612377,8806779715588,1,0,0
"October 11, 2023",ITCHISTORYREPORT,Email,Email:Email Initiated,8807071088644,1,2,0
"October 11, 2023",ITCHISTORYREPORT,Error,ITCHISTORYREPORT:Error: Not Found,8807071088644,0,1,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Dashboard Viewed,8811789156356,1,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: File deleted,8808679407620,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Grand-Livre,8811789123588,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Grand-Livre,8811789156356,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Historie (Bericht),8807209795588,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: History Report,8805369479172,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: History Report,8808679407620,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Report Storico,8800070959108,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Report Storico,8804103913476,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Report Storico,8806779715588,0,0,0
"October 11, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Récapitulatif des litiges,8811789123588,1,0,0
"October 11, 2023",ITCHISTORYREPORT,History Report,Search:1048008537,8811789123588,0,0,1
"October 11, 2023",ITCHISTORYREPORT,Home,Home:Widget: Account Financial,8805369479172,1,0,0
"October 11, 2023",ITCHISTORYREPORT,Home,Home:Widget: Account Financial,8807209795588,1,0,0
"October 11, 2023",ITCHISTORYREPORT,Invoice,Invoice:More Info 1199546603,8805369479172,0,1,0
"October 11, 2023",ITCHISTORYREPORT,Login,Login Success: Login_External : 2023-10-10T18:32:58.435Z,8808679407620,1,0,0
"October 11, 2023",ITCHISTORYREPORT,Raise a Dispute,Raise a Dispute:1196564838,8808679407620,0,1,0
"October 11, 2023",ITCHISTORYREPORT,Shipments,Shipments:More Details: 1ZFA6657D989735596,8800070959108,1,0,0
"October 11, 2023",ITCHISTORYREPORT,Survey Popup,Survey Popup:Survey Cancel,8808679407620,0,1,0
"October 12, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Kontoauszug,8807209795588,1,0,0
"October 12, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Übersicht Rechnungsreklamation,8805701550084,0,0,0
"October 12, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Übersicht Rechnungsreklamation,8807209795588,0,0,0
"October 12, 2023",DISPUTES,Invoice,Invoice:More Info 1196569775,8805701550084,1,0,0
"October 12, 2023",DISPUTES,More Details,More Details:1197310119,8805701550084,0,1,0
"October 12, 2023",DISPUTES,More Details,More Details:1197691312,8807209795588,0,1,0
"October 12, 2023",ITCACCOUNTSTATEMENT,,,8811697963012,1,0,0
"October 12, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8805701550084,0,2,0
"October 12, 2023",ITCACCOUNTSTATEMENT,CTA,CTA:Filter CTA,8810155048964,0,1,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Error,ITCACCOUNTSTATEMENT:Error: Internal Server Error,8810155048964,0,1,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Historie (Bericht),8807209795588,2,0,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Kontoauszug,8805701550084,0,0,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Kontoauszug,8807209795588,0,0,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Shipments,8805369479172,0,0,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8805369479172,2,0,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811697963012,1,0,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Login,Login Success: Login_External : 2023-10-11T07:22:51.801Z,8805701550084,1,0,0
"October 12, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:View All Accounts: Turned On,8810155048964,0,0,1
"October 12, 2023",ITCACCOUNTSTATEMENT,View Dashboard,View Dashboard:Dashboard Viewed,8805369479172,1,0,0
"October 12, 2023",ITCHISTORYREPORT,,,8807209795588,1,0,0
"October 12, 2023",ITCHISTORYREPORT,CTA,CTA:Filter CTA,8805701550084,1,0,0
"October 12, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Historie (Bericht),8805701550084,0,0,0
"October 12, 2023",ITCHISTORYREPORT,Header-Menu-Clicks,Header-Menu-Clicks: Historie (Bericht),8807209795588,0,0,0
"October 12, 2023",ITCHISTORYREPORT,Invoice,Invoice:More Info 1196569775,8805701550084,0,1,0
"October 12, 2023",ITCHISTORYREPORT,View Dispute,View Dispute:100002842679,8807209795588,1,0,0
"October 06, 2023",DISPUTES,ACCOUNTINVOICEDETAIL,ACCOUNTINVOICEDETAIL:Error: Internal Server Error,8809954082820,1,1,0
"October 06, 2023",DISPUTES,CTA,CTA:Filter CTA,8807209795588,0,4,0
"October 06, 2023",DISPUTES,CTA,CTA:Filter CTA,8809954082820,0,1,0
"October 06, 2023",DISPUTES,Dispute Overview,Filter Applied:clearFacet | clearFacet,8807209795588,0,0,1
"October 06, 2023",DISPUTES,Dispute Overview,Filter Applied:Dispute Status | Open,8807209795588,0,0,3
"October 06, 2023",DISPUTES,Dispute Overview,Filter Applied:Dispute Status | Open,8809954082820,0,0,1
"October 06, 2023",DISPUTES,Dispute Overview,Filter Applied:Dispute Status | Resolved,8807209795588,0,0,1
"October 06, 2023",DISPUTES,Header-Menu-Clicks,Header-Menu-Clicks: Übersicht Rechnungsreklamation,8809954082820,0,0,0
"October 06, 2023",DISPUTES,More Details,More Details:1197582649,8809954082820,0,1,0
"October 06, 2023",DISPUTES,Statement of Account,Filter Applied:Invoices Only: Turned On,8809954082820,1,0,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002742840,8809954082820,1,2,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002789467,8807209795588,1,0,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002793172,8807209795588,1,1,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002797587,8809954082820,1,0,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002816514,8807209795588,2,1,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002845637,8807209795588,1,0,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002855784,8807209795588,1,1,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002856140,8809954082820,1,1,0
"October 06, 2023",DISPUTES,View Dispute,View Dispute:100002875042,8807209795588,1,0,0
"October 06, 2023",ITCACCOUNTSTATEMENT,,,8805701550084,1,0,0
"October 06, 2023",ITCACCOUNTSTATEMENT,Download,Statement of Account:Download Initiated,8807071088644,0,1,0
"October 06, 2023",ITCACCOUNTSTATEMENT,Email,Email:Email Initiated,8807071088644,0,1,0
"October 06, 2023",ITCACCOUNTSTATEMENT,Header-Menu-Clicks,Header-Menu-Clicks: Relevé de compte,8807071088644,0,0,0
"October 06, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8809954082820,1,0,0
"October 06, 2023",ITCACCOUNTSTATEMENT,Home,Home:Widget: Account Financial,8811395809284,1,0,0
"October 06, 2023",ITCACCOUNTSTATEMENT,Login,Login Success: Login_External : 2023-10-05T08:34:34.386Z,8807071088644,1,0,0
"October 06, 2023",ITCACCOUNTSTATEMENT,Statement of Account,Filter Applied:Invoices Only: Turned On,8809954082820,0,0,1
"October 06, 2023",ITCACCOUNTSTATEMENT,Survey Popup,Survey Popup:Survey Cancel,8809954082820,1,0,0
"October 06, 2023",ITCHISTORYREPORT,,,8807071088644,1,0,0
"October 06, 2023",ITCHISTORYREPORT,Email,Email:Email Initiated,8807071088644,1,1,0
"October 06, 2023",ITCHISTORYREPORT,Finance Documents Download,Finance Documents Download:Cancel Invoice,8807071088644,0,1,0
"October 06, 2023",ITCHISTORYREPORT,Finance Documents Download,Finance Documents Download:Initiated Invoice,8807209795588,0,1,0
"October 06, 2023",ITCHISTORYREPORT,Home,Home:Widget: Orders,8807209795588,2,0,0
"October 06, 2023",ITCHISTORYREPORT,Language Selected,Language Selected:English,8807071088644,0,1,0
"October 06, 2023",ITCHISTORYREPORT,Language Selected,Language Selected:Français (France),8807071088644,0,1,0
"October 06, 2023",ITCHISTORYREPORT,Search,Orders:Category: Type de commande & Sub Category: Commande vente directe  Medtronic (ZOR),8807071088644,1,0,0
"October 06, 2023",ITCHISTORYREPORT,Search,Orders:Quick View:Complete,8805701550084,1,0,1
"October 06, 2023",ITCHISTORYREPORT,View Invoice,View Invoice:1233018927,8807209795588,1,1,0
