"Date","Page Name [v55] (evar55)","CTA Button Text [v59] (evar59)","General Click [v56] (evar56)","Unique Visitor ID [v78] (evar78)","Connect Page Interaction [e165] (event165)","Connect Master CTA Click [e167] (event167)","Filter Interaction [e152] (event152)"
"October 3, 2023","DISPUTES","Download","Statement of Account:Cancel","8809167716356",1,0,0
"October 3, 2023","DISPUTES","Header-Menu-Clicks","Header-Menu-Clicks: Disputes Overview","8805859426308",0,0,0
"October 3, 2023","DISPUTES","Header-Menu-Clicks","Header-Menu-Clicks: History Report","8805859426308",1,0,0
"October 3, 2023","DISPUTES","Header-Menu-Clicks","Header-Menu-Clicks: Panoramica contestazioni","8809167716356",0,0,0
"October 3, 2023","DISPUTES","View Dispute","View Dispute:100002836763","8805859426308",1,0,0
"October 3, 2023","DISPUTES","View Dispute","View Dispute:100002868907","8805859426308",1,1,0
"October 3, 2023","ITCACCOUNTSTATEMENT","","","8810052517892",1,0,0
"October 3, 2023","ITCACCOUNTSTATEMENT","CTA","CTA:Filter CTA","8807006699524",0,7,0
"October 3, 2023","ITCACCOUNTSTATEMENT","CTA","CTA:Filter CTA","8809167716356",0,1,0
"October 3, 2023","ITCACCOUNTSTATEMENT","CTA","CTA:Filter CTA","8811395809284",0,1,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Download","Statement of Account:Cancel","8809167716356",0,2,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Download","Statement of Account:Download Initiated","8809167716356",0,1,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Download","Statement of Account:Downloaded: excel","8809167716356",0,1,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Error","ITCACCOUNTSTATEMENT:Error: Internal Server Error","8809167716356",0,3,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Error","ITCACCOUNTSTATEMENT:Error: Internal Server Error","8811395809284",0,1,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Finance Documents Download","Finance Documents Download:Cancel","8805859426308",1,1,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Finance Documents Download","Finance Documents Download:Cancel Invoice","8811395809284",0,27,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Finance Documents Download","Finance Documents Download:Downloaded: 1027015299","8811395809284",0,1,0
"October 3, 2023","ITCACCOUNTSTATEMENT","Finance Documents Download","Finance Documents Download:Downloaded: 1027194665","8811395809284",0,1,0
